Ntime,Time,Open Price,Closing Price,High price,Low Price,Volume,MACD,CCI,ATR,BOLL_MID,EMA20,MA5,MA10,MTM6,MTM12,ROC,SMI,WVAD,US dollar Index,Federal Fund Rate
20100126,734164,10195.35,10194.29,10285.13,10155.6,217297012,-33.84924651,-148.5735287,129.53,10503.89731,10464.2739,10311.432,10491.082,-415.36,-423.9,-3.992205828,-0.040741452,-154618.2828,78.5,0.12
20100127,734165,10194.29,10236.16,10255.06,10104.36,262171774,-46.75468033,-118.734682,150.7,10501.12423,10442.54876,10238.034,10451.972,-489.27,-427.83,-4.011912989,-0.041627149,-503936.2471,78.72,0.12
20100128,734166,10236.92,10120.46,10258.83,10055.08,240051036,-65.56258797,-111.4905776,203.75,10493.10769,10411.87364,10184.15,10395.941,-482.69,-506.8,-4.768867987,-0.055094276,-2916786.997,78.93,0.12
20100129,734167,10122.04,10067.33,10239.34,10043.75,316897446,-83.78926674,-99.40098357,195.59,10479.76885,10379.05996,10163.02,10331.619,-322.55,-613.44,-5.74340614,-0.05111573,-3847143.076,79.49,0.12
20100201,734170,10068.99,10185.53,10190.89,10068.91,198428938,-87.6855049,-76.53971297,123.56,10469.02269,10360.62854,10160.754,10289.207,12.55,-525.02,-4.901895794,-0.050338308,-2413534.237,79.19,0.14
20100202,734171,10186.13,10296.85,10314.84,10173.59,237139904,-80.85862021,-36.2358182,141.25,10462.5,10354.55439,10181.266,10246.349,99.99,-312.8,-2.948259368,-0.028887642,-1211984.413,79,0.14
20100203,734172,10291.73,10270.55,10307.2,10231.93,198939470,-76.68646132,-27.50883657,75.27,10452.90192,10346.55397,10188.144,10213.089,76.26,-339.1,-3.196146904,-0.011485214,-1709420.064,79.41,0.13
20100204,734173,10273.12,10002.18,10273.12,9998.03,304246435,-93.95218912,-86.06286211,275.09,10431.94423,10313.75645,10164.488,10174.319,-233.98,-723.25,-6.743319382,-0.016789574,-4807487.919,80,0.14
20100205,734174,10003.69,10012.23,10031.96,9835.09,308320075,-105.6070791,-139.1329684,196.87,10411.43731,10285.03965,10153.468,10158.244,-108.23,-590.92,-5.573060836,-0.018106554,-3413773.383,80.25,0.13
20100208,734177,10005.43,9908.39,10028.56,9904.09,216271160,-121.8184365,-145.2289996,124.47,10386.81731,10249.16825,10098.04,10129.397,-158.94,-481.49,-4.634220992,-0.028045112,-6680963.285,80.38,0.13
20100209,734178,9910.28,10058.64,10139.43,9910.06,236211628,-121.1456431,-84.83867323,231.04,10372.60923,10231.0227,10050.398,10115.832,-126.89,-114.34,-1.123957778,-0.017342441,-4772014.611,79.77,0.13
20100210,734179,10055.46,10038.38,10085.54,9962.96,178601047,-120.854131,-78.52344518,122.58,10351.62538,10212.67578,10003.964,10096.054,-258.47,-158.48,-1.554203941,-0.008110303,-5364998.625,80.04,0.12
20100211,734180,10037.85,10144.19,10161.57,9976.71,194473567,-110.8077995,-22.75402916,184.86,10335.17038,10206.15332,10032.366,10098.427,-126.36,-50.1,-0.491451587,0.007576751,-4971542.834,79.99,0.12
20100212,734181,10137.23,10099.14,10137.39,9983.82,296514677,-105.2677073,-32.94017399,160.37,10316.91885,10195.96158,10049.748,10101.608,96.96,-137.02,-1.338587908,-0.00848164,-6019925.121,80.24,0.12
20100216,734185,10100.81,10268.81,10279.54,10100.81,234898146,-86.19261851,85.38591932,180.4,10303.91692,10202.89952,10121.832,10109.936,266.63,32.65,0.318967269,-0.002723163,-4751440.693,79.64,0.13
20100217,734186,10261.48,10309.24,10320.13,10261.48,193265969,-67.04031109,133.7853818,58.65,10292.03423,10213.02719,10171.952,10111.175,307.06,73.08,0.713939602,0.003752944,-2349208.431,80.47,0.12
20100218,734187,10309.39,10392.9,10406.58,10294.51,185314108,-44.59721769,143.8479757,112.07,10281.60769,10230.15793,10242.856,10123.41,390.72,156.74,1.531238277,0.037594897,-2095888.955,80.92,0.12
20100219,734188,10387.77,10402.35,10438.55,10339.17,241749645,-25.75152095,127.7061481,99.38,10272.95731,10246.55718,10294.488,10163.427,400.17,166.19,1.623558053,0.037503064,-2816251.593,80.53,0.13
20100222,734191,10402.43,10383.38,10433.64,10368.95,158442402,-12.20618566,105.2151936,64.69,10261.51923,10259.58792,10351.336,10200.542,371.15,262.92,2.597905629,0.04574522,-909968.502,80.56,0.12
20100223,734192,10383.16,10282.41,10411.12,10267.83,190737314,-9.509228539,65.75520319,143.29,10245.05231,10261.76145,10354.056,10237.944,374.02,215.08,2.136415514,0.021762408,-3881975.319,80.92,0.12
20100224,734193,10284,10374.16,10393.51,10283.93,181445660,0.031227647,74.0108919,111.1,10235.995,10272.46608,10367.04,10269.496,315.52,188.63,1.85194094,0.032366958,-1219928.636,80.77,0.11
20100225,734194,10366.6,10321.03,10366.68,10185.83,242552692,3.267297564,41.65198376,188.33,10220.44115,10277.09121,10352.666,10297.761,282.65,24.18,0.234829098,0.017133949,879693.9816,80.74,0.12
20100226,734195,10321.41,10325.26,10353.45,10272.29,282115901,6.102881714,46.3720826,81.16,10209.75308,10281.67872,10337.248,10315.868,181.07,54.71,0.532688123,0.021899691,4036065.522,80.35,0.13
20100301,734198,10326.1,10403.79,10413.99,10326.1,173754869,14.51944614,72.08498524,88.73,10210.28808,10293.30836,10341.33,10346.333,304.65,401.61,4.015224681,0.012974118,5021363.587,80.72,0.14
20100302,734199,10404.16,10405.98,10456.92,10389.43,183286008,21.12285763,88.95828659,67.49,10219.24962,10304.03899,10366.044,10360.05,22.6,393.75,3.93269032,0.009296578,5088572.602,80.47,0.14
20100303,734200,10406.28,10396.76,10469.54,10376.58,165735700,25.32025572,85.71824275,92.96,10226.93808,10312.86957,10370.564,10368.802,114.35,488.37,4.928853224,0.00037127,4190433.703,80.01,0.15
20100304,734201,10396.53,10444.14,10452.38,10390.86,184269349,32.0998667,93.03976796,61.52,10236.54769,10325.37151,10395.186,10373.926,69.98,385.5,3.832526067,0.004001287,6988574.857,80.55,0.16
20100305,734202,10445.13,10566.2,10571.94,10445.05,184269349,46.78269733,189.0430635,127.8,10249.24154,10348.30756,10443.374,10390.311,245.17,527.82,5.25801972,0.017302341,9633168.94,80.44,0.17
20100308,734205,10563.78,10552.52,10587.74,10542.39,171783197,56.66192135,195.4160455,45.35,10265.85923,10367.75636,10473.12,10407.225,227.26,408.33,4.025259779,0.02559673,7310851.519,80.43,0.15
20100309,734206,10552.24,10564.38,10612.6,10533.93,219857400,64.7024311,162.1994489,78.67,10284.97654,10386.48242,10504.8,10435.422,160.59,465.24,4.60672889,0.018005789,5791284.48,80.56,0.14
20100310,734207,10560.13,10567.33,10601.79,10526.52,186565748,70.49995377,123.5416654,75.27,10299.66115,10403.706,10538.914,10454.739,161.35,183.95,1.771581123,0.023307685,6529534.96,80.4,0.14
20100311,734208,10560.98,10611.84,10611.84,10507.17,149994299,77.78940938,106.0069517,104.67,10311.77615,10423.52829,10572.454,10483.82,215.08,329.43,3.203820894,0.027005684,10254935.21,80.26,0.15
20100312,734209,10611.77,10624.69,10644.95,10594.84,166141983,83.63910356,111.6388355,50.11,10325.39692,10442.68655,10584.152,10513.763,180.55,250.53,2.414942511,0.020791195,10549557.89,79.8,0.17
20100315,734212,10623.41,10642.15,10644.19,10570.51,160571460,88.66186562,93.61061494,73.68,10350.01115,10461.68307,10602.078,10537.599,75.95,321.12,3.111317378,0.022191944,12644065.69,80.23,0.2
20100316,734213,10642.53,10685.98,10693.99,10621.9,227418248,95.08309669,108.4882357,72.09,10375.92462,10483.04468,10626.398,10565.599,133.46,360.72,3.493568201,0.02706537,12486905.59,79.67,0.2
20100317,734214,10686.36,10733.67,10767.98,10686.36,194188842,102.8347382,137.2284478,82,10407.66615,10506.91376,10659.666,10599.29,169.29,329.88,3.170767576,0.026973999,13861355,79.75,0.18
20100318,734215,10733.44,10779.17,10784,10728.15,153283815,111.3656853,150.3525352,55.85,10435.37885,10532.84292,10693.132,10632.793,211.84,373.19,3.58630326,0.019757551,13997741.76,80.31,0.18
20100319,734216,10780,10741.98,10819.9,10694.22,434188162,113.8136276,121.9815476,125.68,10462.44038,10552.76074,10716.59,10650.371,130.14,345.22,3.320457527,0.017637344,13419706.37,80.77,0.18
20100322,734219,10741,10785.89,10809.85,10695.13,157199000,117.9373016,111.6208945,114.72,10487.12115,10574.96353,10745.338,10673.708,161.2,341.75,3.272169848,0.020537016,11826865.85,80.53,0.18
20100323,734220,10787.18,10888.83,10893.89,10784.76,189141689,128.0358235,147.4068602,109.13,10517.49385,10604.85557,10785.908,10706.153,246.68,322.63,3.053415608,0.02952567,12014833.25,80.88,0.17
20100324,734221,10887.62,10836.15,10887.84,10825.42,195566515,130.2862799,122.0159219,63.41,10539.31462,10626.88361,10806.404,10733.035,150.17,283.63,2.687794006,0.020700156,9021354.502,81.91,0.17
20100325,734222,10837.51,10841.21,10955.48,10834.19,200329986,130.9683609,118.4167608,121.29,10559.775,10647.29565,10818.812,10755.972,107.54,276.83,2.620409338,0.01997194,8727796.031,82.15,0.17
20100326,734223,10841.29,10850.36,10909.38,10816.43,175488230,130.7401524,93.52839113,92.95,10577.36962,10666.63511,10840.488,10778.539,71.19,283.03,2.678349214,0.019189225,9365619.654,81.62,0.17
20100329,734226,10849.23,10895.86,10916.64,10849.23,136708813,132.7010699,100.8372353,67.41,10596.35077,10688.46605,10862.482,10803.91,153.88,284.02,2.676444424,0.019262362,11652396.61,81.29,0.16
20100330,734227,10895.02,10907.42,10940.22,10866.83,148806366,133.6473036,101.6869381,73.39,10616.50615,10709.31881,10866.2,10826.054,121.53,282.73,2.661065876,0.015929523,10410925.62,81.47,0.16
20100331,734228,10907.34,10856.63,10907.42,10832.83,197062489,128.8139847,62.19932046,74.59,10638.59154,10723.34845,10870.296,10838.35,-32.2,214.48,2.01538223,0.007134811,9682373.043,81.07,0.09
20100401,734229,10857.31,10927.07,10956.39,10857.31,159511712,129.178376,89.67715029,99.76,10659.85731,10742.7505,10887.468,10853.14,90.92,241.09,2.256133738,0.016938667,10671631.36,80.72,0.17
20100405,734233,10927.45,10973.55,10988.06,10923.97,139480052,131.6995558,124.8193975,64.09,10684.95423,10764.7314,10912.106,10876.297,132.34,239.88,2.234836733,0.01710112,10139013.81,81.11,0.2
20100406,734234,10972.49,10969.99,10987.38,10927.52,159958407,131.8900009,124.1845801,59.86,10709.75154,10784.27984,10926.932,10894.707,119.63,190.82,1.770266171,0.007398366,10022781.93,81.39,0.2
20100407,734235,10961.95,10897.52,10962.66,10845.45,186966822,124.7551074,48.55003823,124.54,10728.74115,10795.06462,10924.952,10895.576,1.66,155.54,1.447963969,0.005631557,9164760.02,81.61,0.19
20100408,734236,10896.99,10927.07,10949.36,10844.09,158932477,120.1006455,46.98131448,105.27,10748.78308,10807.63656,10939.04,10904.668,19.65,141.18,1.308932318,0.00785755,8192845.28,81.5,0.19
20100409,734237,10926.92,10997.35,11000.98,10926.92,150663625,120.6917008,137.0738417,74.06,10771.88269,10825.70451,10953.096,10920.282,140.72,108.52,0.996617635,0.013365947,7867459.198,80.88,0.19
20100412,734240,10996.75,11005.97,11029.77,10992.21,153962511,120.4670096,169.6388222,37.56,10793.49154,10842.87265,10959.58,10935.843,78.9,169.82,1.567161769,0.01000457,8671919.328,80.58,0.19
20100413,734241,11006.72,11019.42,11038.92,10947.77,183946056,119.9910605,123.36654,91.15,10810.92308,10859.68668,10969.466,10948.199,92.35,178.21,1.643820201,0.010163874,8588938.756,80.42,0.2
20100414,734242,11020.7,11123.11,11125.22,11020.63,223918338,126.5223134,188.3271455,105.8,10832.86885,10884.77462,11014.584,10969.768,153.12,272.75,2.51374148,0.023957328,10602989.52,80.22,0.2
20100415,734243,11122.96,11144.57,11154.55,11096.2,203712750,131.909451,184.8283537,58.35,10855.18385,10909.51703,11058.084,10998.562,247.05,248.71,2.282610092,0.019516231,10628607.96,80.47,0.22
20100416,734244,11143.66,11018.66,11153.79,10973.92,373954936,124.5827987,84.08274616,179.87,10872.54269,10919.9116,11062.346,11007.721,91.59,111.24,1.019856208,0.004093964,7601453.307,80.8,0.21
20100419,734247,11018.36,11092.05,11095.3,10977.85,214847315,123.27727,76.70749949,117.45,10891.01231,10936.30574,11079.562,11019.571,94.7,235.42,2.168444536,0.011004278,8541037.131,80.92,0.2
20100420,734248,11093.11,11117.06,11146.08,11081.47,175169668,122.8446504,115.382844,64.61,10909.94962,10953.52043,11099.09,11034.278,111.09,189.99,1.738709462,0.019748027,7819673.369,81.04,0.2
20100421,734249,11116.91,11124.92,11153.72,11071.34,188883365,121.7327729,101.1779157,82.38,10928.51769,10969.8442,11099.452,11057.018,105.5,197.85,1.810640913,0.017784398,6877738.035,81.23,0.2
20100422,734250,11119.78,11134.29,11149.86,11016.4,214697798,120.2218401,72.95948695,133.46,10945.76038,10985.5057,11097.396,11077.74,11.18,164.3,1.497722423,0.012298943,5856072.735,81.69,0.2
20100423,734251,11132.18,11204.28,11205.64,11105.65,207380329,123.2512593,122.7804286,99.99,10963.86077,11006.34135,11134.52,11098.433,59.71,306.76,2.814952393,0.017699486,8664915.818,81.36,0.2
20100426,734254,11205.11,11205.03,11258.01,11187.65,191924045,124.2799922,140.3576623,70.36,10980.24,11025.26408,11157.116,11118.339,186.37,277.96,2.543774315,0.016564882,8047613.06,81.28,0.2
20100427,734255,11203.67,10991.99,11218.86,10973.17,263395987,106.6750394,-10.68624714,245.69,10989.85577,11022.09512,11132.102,11115.596,-100.06,-5.36,-0.048739014,-0.01178807,4016487.769,82.33,0.2
20100428,734256,10988.87,11045.27,11078.52,10965.38,236760411,95.91657166,-61.98459275,113.14,10999.83192,11024.30225,11116.172,11107.812,-71.79,39.3,0.357078931,-0.008910169,6809325.833,82.29,0.2
20100429,734257,11045.64,11167.32,11197.32,11041.64,194312160,96.13068871,59.01832095,155.68,11010.54308,11037.92299,11122.778,11110.087,42.4,147.9,1.342175904,0.013312057,8266964.602,82.01,0.19
20100430,734258,11168.23,11008.61,11197.93,10999.69,255132491,82.54231103,-40.12919052,198.24,11017.17615,11035.13127,11083.644,11109.082,-125.68,-114.5,-1.029388364,-0.007522505,6041434.175,81.91,0.2
20100503,734261,11009.6,11151.83,11177.67,11009.6,178078822,82.38045034,15.65461138,169.06,11029.12308,11046.24544,11073.004,11115.06,17.54,28.72,0.258201169,0.003117874,6602768.665,82.38,0.2
20100504,734262,11149.48,10926.77,11149.48,10869.25,242096575,63.36132357,-160.9649816,282.58,11032.06192,11034.86683,11059.96,11096.031,-277.51,-217.8,-1.954314971,-0.017811364,4427306.505,83.47,0.21
20100505,734263,10918.4,10868.12,10946.79,10814.84,218831496,43.05959949,-221.9087281,131.95,11030.995,11018.98618,11024.53,11070.351,-336.91,-150.54,-1.366227835,-0.023905431,4933170.612,84.15,0.21
20100506,734264,10862.22,10520.32,10879.76,9869.62,459882732,-1.081746727,-346.4806329,1010.14,11016.10654,10971.49416,10895.13,11008.954,-471.67,-571.73,-5.154412394,-0.061044529,2253528.93,84.95,0.2
20100507,734265,10519.42,10380.43,10579.12,10241.23,428725169,-46.81241118,-216.4314512,337.89,10997.79115,10915.20233,10769.494,10926.569,-664.84,-736.63,-6.626122374,-0.073591949,-513300.0957,84.39,0.2
20100510,734268,10386.18,10785.14,10835.17,10386.03,313354000,-49.82324616,-92.01777102,454.74,10992.33231,10902.81545,10696.156,10884.58,-382.18,-339.78,-3.05422421,-0.018818249,2336951.524,84.25,0.2
20100511,734269,10780,10748.26,10874.54,10685.38,223949322,-54.55637048,-49.55009078,189.16,10983.66731,10888.09588,10660.454,10860.207,-260.35,-386.03,-3.467037413,-0.026890244,2988928.214,84.73,0.2
20100512,734270,10742.15,10896.91,10909.08,10742.15,196625961,-45.78481409,-19.66146652,166.93,10980.85654,10888.93532,10666.212,10845.371,-29.86,-307.37,-2.743326657,-0.024214404,4357702.113,84.84,0.2
20100513,734271,10896.61,10782.95,10920.27,10771.69,201475028,-47.48157402,-20.75621969,148.58,10976.45,10878.84148,10718.738,10806.934,-85.17,-422.08,-3.766879696,-0.020498501,1383678.811,85.43,0.2
20100514,734272,10780.68,10620.16,10780.75,10537.25,256495923,-61.25594064,-69.4741795,245.7,10964.64577,10854.20515,10766.684,10768.089,99.84,-371.83,-3.382735974,-0.047675583,-685130.6682,86.29,0.2
20100517,734275,10616.98,10625.83,10660.97,10436.06,221910894,-70.89744223,-79.81216822,224.91,10950.35654,10832.45513,10734.822,10715.489,245.4,-419.44,-3.797462624,-0.027541533,-854104.2512,86.14,0.21
20100518,734276,10625.45,10510.95,10718.86,10482.2,246374123,-86.80759371,-69.43060832,236.66,10931.31731,10801.8356,10687.36,10673.907,-274.19,-656.37,-5.877596415,-0.03286401,-4238614.201,87.31,0.21
20100519,734277,10505.7,10444.37,10522.52,10324.66,266343224,-103.5947768,-100.3681728,197.86,10909.2,10767.79125,10596.852,10631.532,-303.89,-564.24,-5.125442722,-0.007219362,-5818642.227,86.12,0.2
20100520,734278,10440.21,10068.01,10440.21,10065.36,360348622,-145.589581,-155.5252783,379.01,10868.61923,10701.14542,10453.864,10586.301,-828.9,-858.76,-7.859230129,-0.030097019,-6797867.442,85.95,0.2
20100521,734279,10063.93,10193.39,10198.53,9918.82,438219485,-166.8305292,-156.4606861,279.71,10832.03538,10652.78776,10368.51,10567.597,-589.56,-674.73,-6.208341461,-0.05486716,-6117613.936,85.46,0.2
20100524,734282,10193.46,10066.57,10196.41,10052.67,211429231,-191.6877903,-129.6973191,143.74,10795.41654,10596.9575,10256.658,10495.74,-553.59,-453.75,-4.313081731,-0.063423289,-8633386.002,86.48,0.21
20100525,734283,10061.43,10043.75,10061.66,9774.48,316964495,-210.798775,-143.4434693,292.09,10755.09731,10544.27107,10163.218,10425.289,-582.08,-336.68,-3.243410918,-0.078293755,-9012178.293,86.39,0.21
20100526,734284,10045.11,9974.45,10179.03,9952.68,316081112,-228.8977086,-102.1412072,226.35,10711.15077,10490.0024,10069.234,10333.043,-536.5,-810.69,-7.516731354,-0.074979481,-10232316.3,87.36,0.2
20100527,734285,9971.73,10258.99,10264.2,9971.73,264773539,-217.7709163,-60.78372477,292.47,10677.84577,10468.00122,10107.43,10280.647,-185.38,-489.27,-4.55208564,-0.034007962,-9127108.83,86.3,0.2
20100528,734286,10258,10136.63,10258,10095.9,243723703,-216.3325358,-52.43342687,163.09,10639.47423,10436.44205,10096.078,10232.294,68.62,-760.28,-6.977023762,-0.046038757,-10949772.15,86.77,0.19
20100601,734290,10133.94,10024.02,10218.33,10013.9,221896377,-221.7234054,-62.24126299,204.43,10594.07962,10397.16376,10087.568,10172.113,-42.55,-596.14,-5.613286429,-0.046325974,-9873537.047,86.88,0.2
20100602,734291,10025.61,10249.54,10254.22,10025.61,200849912,-205.4300593,-32.40731134,230.2,10557.33,10383.10436,10128.726,10145.972,205.79,-376.29,-3.541276305,-0.018654069,-9086399.588,86.74,0.2
20100603,734292,10250.67,10255.28,10315.21,10175.02,176866145,-189.8656422,0.628990917,140.19,10528.995,10370.93061,10184.892,10127.063,280.83,-255.67,-2.432415719,0.018260837,-10546989.26,87.21,0.19
20100604,734293,10249.61,9931.97,10249.69,9889.88,256598987,-201.2986984,-82.13945321,365.4,10486.17577,10329.12484,10119.488,10113.459,-327.02,-512.4,-4.905992415,-0.025646031,-10757953.04,88.3,0.19
20100607,734296,9931.75,9816.49,9982.38,9810.3,222939990,-217.1742985,-149.4999121,172.08,10434.22077,10280.30247,10055.46,10075.769,-320.14,-251.52,-2.498209676,-0.024842623,-13758215.78,88.49,0.19
20100608,734297,9812.94,9939.98,9953.66,9757.55,259677934,-217.2864719,-134.6507506,196.11,10393.11962,10247.89081,10038.652,10063.11,-196.65,-253.41,-2.486022805,-0.010331798,-10151984.48,88.15,0.19
20100609,734298,9941.57,9899.25,10065.14,9867.73,222681186,-218.1472747,-83.66589069,197.41,10344.94346,10214.68692,9968.594,10048.66,-124.77,-167.32,-1.662135166,-0.007539263,-9795494.963,87.92,0.18
20100610,734299,9901.67,10172.53,10185.83,9901.67,221733887,-194.5355701,18.64356089,286.58,10315.93423,10210.67198,9952.044,10068.468,-77.01,128.78,1.282190417,-0.00842773,-6125382.203,87.11,0.18
20100611,734300,10166.78,10211.07,10215.98,10082.71,187888301,-170.7450257,72.01728217,133.27,10290.66308,10210.70988,10007.864,10063.676,-44.21,236.62,2.372261127,0.007290127,-3737420.001,87.28,0.18
20100614,734303,10211.83,10190.89,10328.67,10186.21,177924353,-151.7696987,102.2579789,142.46,10277.99269,10208.82227,10082.744,10069.102,-64.39,216.44,2.169944207,0.016374429,-6782394.972,86.7,0.18
20100615,734304,10192.4,10404.77,10408.32,10192.4,203166021,-118.1117679,139.2868985,217.43,10278.92885,10227.48396,10175.702,10107.177,149.49,430.32,4.314222839,0.014919119,-4408363.291,86.05,0.19
20100616,734305,10404.24,10409.46,10429.03,10332.6,165697705,-90.02146,141.5462646,96.43,10264.47962,10244.81501,10277.744,10123.169,154.18,435.01,4.361242976,0.014811527,-6141576.755,86.2,0.19
20100617,734306,10409.98,10434.17,10441.2,10319.22,181067504,-65.01633037,122.6825203,121.98,10252.39923,10262.84882,10330.072,10141.058,502.2,175.18,1.707575502,0.048130326,-4241265.825,85.69,0.19
20100618,734307,10435,10450.64,10483.44,10424.49,338018320,-43.37064385,123.2773667,58.95,10235.235,10280.7337,10377.986,10192.925,634.15,314.01,3.097775099,0.060680494,-1653599.139,85.57,0.18
20100621,734310,10452.46,10442.41,10594.16,10395.55,165188841,-26.57404451,111.6403448,198.61,10222.13731,10296.13144,10428.29,10255.517,502.43,305.78,3.016584407,0.048114372,-1824507.35,85.94,0.17
20100622,734311,10441.95,10293.52,10493.57,10283.4,175751096,-24.98874252,56.47582332,210.17,10209.57423,10295.88273,10406.04,10290.871,394.27,269.5,2.688542122,0.038302738,-1873729.512,86.11,0.18
20100623,734312,10293.3,10298.44,10368.04,10227.24,195104994,-23.06944618,32.66658645,140.8,10196.98231,10296.12628,10383.836,10330.79,125.91,48.9,0.477094582,0.012226124,-976929.9536,85.82,0.17
20100624,734313,10297.08,10152.8,10298.06,10128.85,244441632,-32.92083,-10.92592892,169.59,10183.20731,10282.47616,10327.562,10328.817,-58.27,-102.48,-0.999290122,-0.005706552,516805.1764,85.76,0.16
20100625,734314,10153.48,10143.81,10202.91,10081.08,434501419,-40.9811355,-44.40970244,121.83,10171.64731,10269.26986,10266.196,10322.091,-290.36,211.84,2.132910188,-0.004619812,-1856310.953,85.35,0.16
20100628,734317,10143.05,10138.52,10201.93,10101.41,164104053,-47.25116248,-58.32324459,100.52,10174.35923,10256.81749,10205.418,10316.854,-312.12,322.03,3.280500464,-0.025589225,-63822.28603,85.69,0.17
20100629,734318,10135.72,9870.3,10135.8,9811.92,290503256,-73.02156924,-166.1581635,326.6,10161.93269,10220.0063,10120.774,10263.407,-572.11,-69.68,-0.701007447,-0.051795194,-2249362.94,86.13,0.15
20100630,734319,9868.34,9774.02,9908.92,9753.84,235086771,-100.0603601,-192.6069506,155.08,10150.68077,10177.53141,10015.89,10199.863,-519.5,-125.23,-1.265045332,-0.063268089,-2692451.013,86.05,0.09
20100701,734320,9773.27,9732.53,9795.48,9621.89,262824114,-123.4140525,-177.394405,173.59,10138.71077,10135.15033,9931.836,10129.699,-565.91,-440,-4.325374317,-0.068714452,-5909844.573,84.55,0.17
20100702,734321,9732.23,9686.48,9770.87,9614.32,199565501,-143.9781813,-142.9119103,156.55,10127.635,10092.41982,9840.37,10053.283,-466.32,-524.59,-5.137463557,-0.072390377,-4668207.083,84.37,0.18
20100706,734325,9689.21,9743.62,9858.13,9659.01,216714005,-153.8907245,-101.1739941,199.12,10107.81308,10059.20079,9761.39,9983.404,-394.9,-707.02,-6.765327291,-0.053421959,-2882916.067,84.05,0.18
20100707,734326,9736.85,10018.28,10026.6,9736.7,219562329,-137.9930223,-45.0588759,289.9,10103.26115,10055.30357,9790.986,9955.88,147.98,-424.13,-4.061610299,-0.02720412,-2718824.279,83.96,0.18
20100708,734327,10019.26,10138.99,10139.86,10019.26,192216034,-114.3356997,8.043269533,121.58,10107.68308,10063.27371,9863.98,9939.935,364.97,-154.53,-1.501235729,-0.001360216,-868690.8321,83.86,0.17
20100709,734328,10137.93,10198.03,10201.77,10118.41,134816272,-89.78804589,38.30267241,83.36,10105.70192,10076.10764,9957.08,9944.458,465.5,-100.41,-0.975002039,0.005316713,2368547.033,83.98,0.18
20100712,734331,10199.24,10216.27,10220.28,10146.49,131487257,-68.07728523,56.19377111,73.79,10104.20154,10089.45644,10063.038,9951.704,529.79,63.47,0.625147742,0.00761041,4165269.203,84.25,0.17
20100713,734332,10217.55,10363.02,10407.82,10217.55,179044031,-38.58506779,104.4602186,191.55,10120.78038,10115.51011,10186.918,9974.154,676.54,219.21,2.161022338,0.047545986,3851948.716,83.52,0.17
20100714,734333,10370.96,10366.72,10400.1,10303,208529198,-14.74375706,110.3852501,97.1,10141.94308,10139.43486,10256.606,10023.796,623.1,228.2,2.250821619,0.057173339,4238267.083,83.35,0.17
20100715,734334,10367.1,10359.31,10379.74,10240.48,210003886,3.51224146,92.94066363,139.26,10158.07115,10160.37535,10300.67,10082.325,341.03,489.01,4.954358024,0.06050403,2007236.819,82.35,0.19
20100716,734335,10356.2,10097.9,10356.2,10079.58,335057222,-3.077870716,42.85723916,279.73,10165.71154,10154.42532,10280.644,10118.862,-41.09,323.88,3.313682599,0.040743125,-1745848.136,82.57,0.19
20100719,734338,10098.12,10154.43,10187.28,10073.68,176966763,-3.696472896,30.33102898,113.6,10165.01538,10154.42576,10268.276,10165.657,-43.6,421.9,4.334946823,0.040456234,-607119.0045,82.56,0.19
20100720,734339,10151.48,10229.96,10236.4,10007.76,194405988,1.886177508,32.24768642,228.64,10165.74192,10161.6195,10241.664,10214.291,13.69,543.48,5.610706882,0.020692163,-1938083.359,82.75,0.18
20100721,734340,10226.02,10120.53,10265.54,10065.5,203897050,-2.490904682,24.3604848,200.04,10163.03577,10157.70621,10192.426,10224.516,-242.49,434.05,4.480987934,-0.001820694,-3103019.664,83.34,0.18
20100722,734341,10121.81,10322.3,10363.24,10121.81,202216523,10.20375633,65.62343231,242.71,10159.86385,10173.38181,10185.024,10242.847,-44.42,578.68,5.939065768,0.012038984,-1782836.117,82.64,0.18
20100723,734342,10321.16,10424.62,10441.95,10287.48,200002969,28.1957129,119.8926525,154.47,10160.44692,10197.30926,10250.368,10265.506,65.31,406.34,4.055985658,0.01998634,-1340063.099,82.52,0.19
20100726,734345,10424.17,10525.43,10526.79,10414.4,178815615,50.01247986,153.8867932,112.39,10163.95692,10228.55885,10324.568,10296.422,427.53,386.44,3.811425004,0.015430248,354599.9879,82.07,0.19
20100727,734346,10525.28,10537.69,10578.33,10494.86,180548659,67.51345135,155.2745293,83.47,10167.305,10257.99992,10386.114,10313.889,383.26,339.66,3.330643271,0.016224618,1864253.508,82.13,0.19
20100728,734347,10537.01,10497.88,10548.52,10463.22,162068915,77.27992815,114.4006165,85.3,10169.43846,10280.84564,10461.584,10327.005,267.92,281.61,2.756485488,0.013199808,1049564.077,82.13,0.2
20100729,734348,10498.94,10467.16,10584.99,10387.39,202113198,81.60044498,88.45388539,197.6,10176.11692,10298.58986,10490.556,10337.79,346.63,104.14,1.004919415,0.035277955,2808781.767,81.62,0.19
20100730,734349,10465.19,10465.94,10507.19,10347.5,208159136,83.95822375,57.81368642,159.69,10182.55923,10314.52797,10498.82,10374.594,143.64,99.22,0.957101185,0.029764168,3163434.53,81.57,0.18
20100802,734352,10468.82,10674.38,10692.2,10468.59,167642201,101.4763897,126.3671154,226.26,10202.62,10348.79959,10528.61,10426.589,249.76,315.07,3.041418782,0.041634268,4778488.822,80.9,0.19
